code	sse	code	volunit	decimal_point	name	pre_close	sse	sec
399654	sz	399654	100.0	2.0	深证文化	2705.524658203125	sz	index_cn
399655	sz	399655	100.0	2.0	深证绩效	10855.568359375	sz	index_cn
399656	sz	399656	100.0	2.0	100绩效	5934.14306640625	sz	index_cn
399657	sz	399657	100.0	2.0	300绩效	6088.3740234375	sz	index_cn
399658	sz	399658	100.0	2.0	中小绩效	4079.99462890625	sz	index_cn
399659	sz	399659	100.0	2.0	深成指EW	3819.351318359375	sz	index_cn
399660	sz	399660	100.0	2.0	中创EW	2209.00830078125	sz	index_cn
399661	sz	399661	100.0	2.0	深证低波	5252.40625	sz	index_cn
399662	sz	399662	100.0	2.0	深证高贝	1717.350341796875	sz	index_cn
399663	sz	399663	100.0	2.0	中小低波	1754.8857421875	sz	index_cn
399664	sz	399664	100.0	2.0	中小高贝	1154.65380859375	sz	index_cn
399665	sz	399665	100.0	2.0	中创低波	1954.0118408203125	sz	index_cn
399666	sz	399666	100.0	2.0	中创高贝	1536.592529296875	sz	index_cn
399667	sz	399667	100.0	2.0	创业板G	3314.996337890625	sz	index_cn
399668	sz	399668	100.0	2.0	创业板V	3772.85888671875	sz	index_cn
399669	sz	399669	100.0	2.0	深证农业	9499.1513671875	sz	index_cn
399670	sz	399670	100.0	2.0	深周期50	3365.44091796875	sz	index_cn
399671	sz	399671	100.0	2.0	深防御50	8134.1787109375	sz	index_cn
399672	sz	399672	100.0	2.0	深红利50	3996.77734375	sz	index_cn
399673	sz	399673	100.0	2.0	创业板50	2086.720458984375	sz	index_cn
399674	sz	399674	100.0	2.0	深A医药	2163.18359375	sz	index_cn
399675	sz	399675	100.0	2.0	深互联网	3327.32421875	sz	index_cn
399676	sz	399676	100.0	2.0	深医药EW	3371.08349609375	sz	index_cn
399677	sz	399677	100.0	2.0	深互联EW	4675.5810546875	sz	index_cn
399678	sz	399678	100.0	2.0	深次新股	694.9998779296875	sz	index_cn
399679	sz	399679	100.0	2.0	深证200R	4713.158203125	sz	index_cn
399680	sz	399680	100.0	2.0	深成能源	683.4852294921875	sz	index_cn
399681	sz	399681	100.0	2.0	深成材料	985.1104125976562	sz	index_cn
